name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
John Reed	69	Male	white	Senator	Democrat	RI	SenJackReed	Jack_Reed_(politician)	mc_images/Jack_Reed_(politician).jpg	suit, official, senior_citizen, outerwear, businessperson, gentleman, elder, white_collar_worker	0.96708083152771, 0.8290074467658997, 0.7883909940719604, 0.7481446266174316, 0.7128943204879761, 0.7127814292907715, 0.6160024404525757, 0.5305337905883789	person, outdoor, man, suit, clothing, standing, wearing, holding, older, dressed, front, street, walking, carrying, old, woman, talking, white, field, sign	apparel, clothing, blazer, coat, jacket, suit, overcoat, person, human, man, head, face, executive, linen, home_decor	99.82528686523438, 99.82528686523438, 99.65389251708984, 99.65389251708984, 99.65389251708984, 98.24039459228516, 98.24039459228516, 95.90950775146484, 95.90950775146484, 85.93987274169922, 63.686832427978516, 61.74643325805664, 61.12779998779297, 57.7422981262207, 57.7422981262207	Man, Tie, Person
James Risch	75	Male	white	Senator	Republican	ID	SenatorRisch	Jim_Risch	mc_images/Jim_Risch.jpg	suit, official, businessperson, gentleman, business, elder, hotel_manager	0.9097339510917664, 0.7968854904174805, 0.7814053297042847, 0.6862916350364685, 0.6124960780143738, 0.5278716683387756, 0.517495334148407	person, man, suit, outdoor, clothing, standing, posing, front, holding, wedding, wearing, sitting, dressed, old, white, table, large, woman, cutting, sign	apparel, clothing, building, architecture, blazer, jacket, coat, person, human, attorney, suit, overcoat, town, urban, downtown, city, executive, tuxedo, accessories, accessory, tie, column, pillar, face, text, head, house, mansion, housing, necktie, photo, photography, portrait, condo	99.63778686523438, 99.63778686523438, 97.88230895996094, 97.88230895996094, 97.85162353515625, 97.85162353515625, 97.85162353515625, 97.83617401123047, 97.83617401123047, 97.83617401123047, 96.36527252197266, 96.36527252197266, 85.9541015625, 85.9541015625, 85.9541015625, 85.9541015625, 84.35716247558594, 75.60090637207031, 74.29981231689453, 74.29981231689453, 74.29981231689453, 72.20716094970703, 72.20716094970703, 69.31169128417969, 62.042049407958984, 59.01617431640625, 57.936790466308594, 57.936790466308594, 57.936790466308594, 56.838077545166016, 56.501426696777344, 56.501426696777344, 56.501426696777344, 55.852230072021484	Man, Tie, Person
Pat Roberts	82	Male	white	Senator	Republican	KS	SenPatRoberts	Pat_Roberts	mc_images/Pat_Roberts.jpg	suit, official, speaker, businessperson, gentleman, tuxedo	0.925286591053009, 0.837756335735321, 0.6392348408699036, 0.612155020236969, 0.5818908214569092, 0.5728445649147034	person, man, indoor, suit, shelf, table, standing, holding, book, front, older, cutting, room, cake, old, desk, store, cut, woman, display, suitcase, people, group	overcoat, clothing, suit, coat, apparel, human, person, indoors, flag, symbol, room, accessories, accessory, tie, furniture, man, tuxedo, american_flag	93.5922622680664, 93.5922622680664, 93.5922622680664, 93.5922622680664, 93.5922622680664, 92.5575180053711, 92.5575180053711, 75.2132797241211, 67.54424285888672, 67.54424285888672, 58.91653060913086, 57.25906753540039, 57.25906753540039, 57.25906753540039, 56.253963470458984, 55.91148376464844, 55.78520202636719, 55.360050201416016	Tie, Man, Person, Flag, Glasses
Jeanne Shaheen	71	Female	white	Senator	Democrat	NH	SenatorShaheen	Jeanne_Shaheen	mc_images/Jeanne_Shaheen.jpg	official, outerwear, speaker, speech, public_speaking, uniform	0.8553124666213989, 0.8119059205055237, 0.635468602180481, 0.6325967907905579, 0.6129715442657471, 0.5201159715652466	person, indoor, man, standing, front, red, cutting, holding, woman, table, boy, young, using, cake, computer, wearing, laptop, large, shirt, board	symbol, flag, human, person, american_flag	99.77345275878906, 99.77345275878906, 94.54429626464844, 94.54429626464844, 92.70092010498047	Person, Flag
Tom Udall	70	Male	white	Senator	Democrat	NM	SenatorTomUdall	Tom_Udall	mc_images/Tom_Udall.jpg	person, chin, official, forehead, businessperson, senior_citizen, elder, smile	0.9363542795181274, 0.8842104077339172, 0.8635053038597107, 0.7896078824996948, 0.7621819376945496, 0.701102614402771, 0.6562950015068054, 0.5952357649803162	person, man, necktie, suit, clothing, building, wearing, business, photo, posing, dressed, smiling, holding, camera, standing, red, older, white	human, face, person, executive, head, accessories, accessory, tie, smile, necktie, photo, photography, portrait, hair	99.81838989257812, 99.81838989257812, 99.81838989257812, 97.45990753173828, 97.37171173095703, 94.67281341552734, 94.67281341552734, 94.67281341552734, 91.25357818603516, 80.50584411621094, 67.87551879882812, 67.87551879882812, 67.87551879882812, 58.1480598449707	Tie
Mark Warner	64	Male	white	Senator	Democrat	VA	MarkWarner	Mark_Warner	mc_images/Mark_Warner.jpg	person, senior_citizen, facial_expression, chin, smile, forehead, businessperson, elder, white_collar_worker, official, gentleman, jaw	0.9469316601753235, 0.9378488063812256, 0.9364041090011597, 0.8891506195068359, 0.8324069976806641, 0.7985233664512634, 0.748929500579834, 0.7444841861724854, 0.6559625864028931, 0.5989264249801636, 0.558259129524231, 0.5525175929069519	person, necktie, man, shirt, smiling, wearing, posing, holding, camera, front, white, sitting, dress, standing, dressed, woman, young, table, glasses, blue, neck, suit, people	clothing, apparel, shirt, human, person, face, smile, head, accessory, accessories, tie, portrait, photography, photo, man, necktie, coat, home_decor, linen, doctor	99.80323028564453, 99.80323028564453, 99.80323028564453, 99.3930435180664, 99.3930435180664, 99.3930435180664, 98.30410766601562, 94.09185028076172, 85.71930694580078, 85.71930694580078, 85.71930694580078, 69.539306640625, 69.539306640625, 69.539306640625, 63.8045768737793, 63.35178756713867, 59.10066604614258, 57.03598403930664, 57.03598403930664, 55.5131950378418	Tie, Man, Shirt
Kirsten Gillibrand	52	Female	white	Senator	Democrat	NY	SenGillibrand	Kirsten_Gillibrand	mc_images/Kirsten_Gillibrand.jpg	person, chin, spokesperson, official, businessperson, smile, television_presenter, blond, portrait, white_collar_worker, long_hair, brown_hair, portrait_photography	0.9355847239494324, 0.8713541030883789, 0.8404883146286011, 0.8297805786132812, 0.7816016674041748, 0.7431407570838928, 0.7423416376113892, 0.7058067917823792, 0.6910758018493652, 0.6335888504981995, 0.6239558458328247, 0.554477870464325, 0.5258705615997314	person, woman, clothing, holding, suit, standing, looking, smiling, wearing, front, posing, lady, shirt, hand, young, man, laptop, white, table, red	child, girl, woman, female, human, teen, blonde, person, kid, clothing, apparel, face, coat, overcoat, executive, suit, blazer, jacket, photo, photography, portrait	99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 99.99336242675781, 95.9162368774414, 95.9162368774414, 93.5903549194336, 77.97846984863281, 68.92960357666016, 68.81309509277344, 66.42029571533203, 64.17070007324219, 64.17070007324219, 59.61558151245117, 59.61558151245117, 59.61558151245117	Woman
Alan Franken	67	Male	white	Senator	Democrat	MN	SenFranken	Al_Franken	mc_images/Al_Franken.jpg	suit, official, businessperson, white_collar_worker, gentleman, formal_wear, outerwear, spokesperson, business, tuxedo, necktie, elder	0.9399245381355286, 0.8682825565338135, 0.8003644943237305, 0.7855395078659058, 0.7655646800994873, 0.733996570110321, 0.7264789938926697, 0.6915957927703857, 0.6874925494194031, 0.6047187447547913, 0.5833455920219421, 0.5633405447006226	person, man, suit, standing, necktie, front, wearing, posing, business, holding, glasses, sign, dressed, smiling, black, older, wedding, table, purple	face, human, person, accessories, accessory, tie, executive, clothing, apparel, head, necktie, coat, overcoat, suit, photo, photography, portrait, jacket, blazer, table, furniture, lighting	97.59849548339844, 97.59849548339844, 97.59849548339844, 94.49999237060547, 94.49999237060547, 94.49999237060547, 89.39775085449219, 83.16039276123047, 83.16039276123047, 83.06253814697266, 80.0879135131836, 70.73291015625, 70.73291015625, 70.73291015625, 65.20826721191406, 65.20826721191406, 65.20826721191406, 61.04000473022461, 61.04000473022461, 59.51338577270508, 59.51338577270508, 55.161224365234375	Tie, Man, Glasses
Chris Coons	55	Male	white	Senator	Democrat	DE	SenCoonsOffice	Chris_Coons	mc_images/Chris_Coons.jpg	person, official, suit, businessperson, spokesperson, speaker, gentleman, elder	0.9296486973762512, 0.8924323916435242, 0.8374369740486145, 0.7802643179893494, 0.7441596984863281, 0.6869708895683289, 0.6046852469444275, 0.540940523147583	person, man, suit, necktie, indoor, front, business, sitting, table, wearing, standing, book, dressed, people, woman, computer, holding, black, desk, red, group	flag, symbol, person, human, american_flag, indoors, room, tie, accessory, accessories, face, court	99.90950775146484, 99.90950775146484, 97.65148162841797, 97.65148162841797, 95.70787811279297, 73.35466003417969, 73.35466003417969, 68.38890838623047, 68.38890838623047, 68.38890838623047, 63.70352554321289, 57.24077606201172	Tie, Man, Flag, Person
Joe Manchin	71	Male	white	Senator	Democrat	WV	Sen_JoeManchin	Joe_Manchin	mc_images/Joe_Manchin.jpg	suit, formal_wear, blazer, gentleman, outerwear, tuxedo, official, businessperson, necktie, white_collar_worker, speaker, jacket, hotel_manager, business	0.9848574995994568, 0.9332039952278137, 0.9203554391860962, 0.8474317193031311, 0.8362760543823242, 0.8311004638671875, 0.7816562652587891, 0.7461175918579102, 0.637601912021637, 0.5922548174858093, 0.5418163537979126, 0.5264306664466858, 0.5147155523300171, 0.5029441118240356	person, book, man, shelf, indoor, library, suit, standing, room, front, posing, black, wearing, holding, suitcase, table, woman, tall	room, indoors, book, library, human, person, furniture, table, home_decor, attorney, worker, court, bookcase, shelf	99.94173431396484, 99.94173431396484, 99.79253387451172, 99.79253387451172, 91.06057739257812, 91.06057739257812, 90.49730682373047, 78.5492172241211, 78.22509002685547, 66.0503158569336, 60.406654357910156, 58.92473602294922, 58.288665771484375, 56.12483215332031	Person, Man, Tie
Robert Aderholt	53	Male	white	Representative	Republican	AL	Robert_Aderholt	Robert_Aderholt	mc_images/Robert_Aderholt.jpg	official, speaker, businessperson, elder, public_speaking, spokesperson, senior_citizen, energy, speech, necktie	0.8887305855751038, 0.6775369644165039, 0.6584962010383606, 0.6457502245903015, 0.6001548767089844, 0.5969837307929993, 0.5733157396316528, 0.5617499947547913, 0.5266612768173218, 0.5085362195968628	person, man, necktie, clothing, indoor, wearing, suit, smiling, dressed, standing, holding, posing, woman, shirt, white, table, cutting, neck, people, blue, room	flag, symbol, human, person, american_flag, tie, accessory, accessories	98.59663391113281, 98.59663391113281, 93.9444351196289, 93.9444351196289, 88.23977661132812, 75.51123046875, 75.51123046875, 75.51123046875	Flag, Tie, Man
Justin Amash	38	Male	white	Representative	Republican	MI	NA	Justin_Amash	mc_images/Justin_Amash.jpg	official, suit, spokesperson, businessperson, speech, public_speaking, necktie, business, speaker	0.8903674483299255, 0.8301317095756531, 0.81766676902771, 0.7879071831703186, 0.6799012422561646, 0.6444194316864014, 0.5710240006446838, 0.5706753134727478, 0.5700520873069763	person, necktie, man, suit, clothing, wearing, posing, standing, dressed, front, business, photo, dress, black, camera, sign, woman, young, shirt, holding, white, blue, wedding	symbol, flag, american_flag, person, human, accessory, accessories, tie, attorney, face	99.43136596679688, 99.43136596679688, 90.31542205810547, 89.6209716796875, 89.6209716796875, 74.40766906738281, 74.40766906738281, 74.40766906738281, 60.82585525512695, 55.438621520996094	Tie, Flag, Man, Person
Tammy Baldwin	56	Female	white	Senator	Democrat	WI	SenatorBaldwin	Tammy_Baldwin	mc_images/Tammy_Baldwin.jpg	hair, human_hair_color, purple, beauty, hairstyle, chin, outerwear, blond, hair_coloring, smile, long_hair, layered_hair, television_presenter, brown_hair, businessperson, magenta	0.969679594039917, 0.8988950848579407, 0.8897815942764282, 0.8724284768104553, 0.8637382388114929, 0.8383288979530334, 0.7843957543373108, 0.7493429183959961, 0.7468464970588684, 0.7029993534088135, 0.6341932415962219, 0.6128453612327576, 0.6087663173675537, 0.5933661460876465, 0.5836465954780579, 0.514705240726471	person, indoor, woman, smiling, holding, food, table, purple, lady, sitting, posing, standing, young, wearing, plate, computer, pink, shirt, laptop, kitchen, cake, red, white, blue, man	smile, face, person, human, female, clothing, apparel, woman, coat, jacket, blazer, overcoat, suit, photo, photography, portrait, girl, head, sweater, dimples	99.91551971435547, 99.91551971435547, 99.91551971435547, 99.91551971435547, 96.51091766357422, 95.51038360595703, 95.51038360595703, 88.40641021728516, 85.75852966308594, 81.98487091064453, 81.98487091064453, 77.55723571777344, 77.55723571777344, 72.207763671875, 72.207763671875, 72.207763671875, 61.18195724487305, 60.92758560180664, 58.266998291015625, 55.764183044433594	Woman
Lou Barletta	62	Male	white	Representative	Republican	PA	RepLouBarletta	Lou_Barletta	mc_images/Lou_Barletta.jpg	person, suit, official, businessperson, outerwear, spokesperson, gentleman, formal_wear, smile, white_collar_worker, necktie, tuxedo, public_speaking, speech	0.9264510273933411, 0.9252430200576782, 0.8909780979156494, 0.7917937636375427, 0.7307823896408081, 0.7178199887275696, 0.7034460306167603, 0.6949558258056641, 0.653867781162262, 0.6360563635826111, 0.5682587623596191, 0.5610150694847107, 0.5323482751846313, 0.5144138932228088	person, man, suit, indoor, necktie, wearing, standing, front, red, holding, posing, camera, dressed, smiling, people, woman, white, sign	symbol, flag, person, human, face, american_flag, accessories, tie, accessory, crowd	98.81201934814453, 98.81201934814453, 93.40911865234375, 93.40911865234375, 92.72260284423828, 88.6258773803711, 80.36827087402344, 80.36827087402344, 80.36827087402344, 64.37574005126953	Tie, Person, Man
Joe Barton	69	Male	white	Representative	Republican	TX	RepJoeBarton	Joe_Barton	mc_images/Joe_Barton.jpg	person, senior_citizen, official, chin, forehead, elder, businessperson, spokesperson, speaker	0.9458491206169128, 0.9048776626586914, 0.8928027153015137, 0.8229342699050903, 0.8148147463798523, 0.8128759264945984, 0.7269073128700256, 0.7123225331306458, 0.6925287246704102	person, man, suit, clothing, necktie, older, standing, wearing, sitting, business, smiling, front, old, posing, holding, dressed, table, woman, red, white, people, room, sign	flag, symbol, human, person, american_flag, face, accessories, accessory, tie	99.7894287109375, 99.7894287109375, 97.60794067382812, 97.60794067382812, 93.20238494873047, 87.56655883789062, 76.83818054199219, 76.83818054199219, 76.83818054199219	Tie, Man, Glasses, Flag, Person, Shirt
